prepared_relative_path,split,label,kind,source_dataset,source_path,transform_parameters
train/plastic/plastic_016__aug_v2_03.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_016__aug_v2_03.jpg,
train/plastic/plastic_016__aug_v2_04.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_016__aug_v2_04.jpg,
train/plastic/plastic_016__aug_v2_05.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_016__aug_v2_05.jpg,
train/plastic/plastic_016__aug_v2_06.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_016__aug_v2_06.jpg,
train/plastic/plastic_016__aug_v2_07.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_016__aug_v2_07.jpg,
train/plastic/plastic_016__aug_v2_08.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_016__aug_v2_08.jpg,
train/plastic/plastic_016__aug_v2_09.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_016__aug_v2_09.jpg,
train/plastic/plastic_017.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_017.jpg,
train/plastic/plastic_017__aug_v2_01.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_017__aug_v2_01.jpg,
train/plastic/plastic_017__aug_v2_02.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_017__aug_v2_02.jpg,
train/plastic/plastic_017__aug_v2_03.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_017__aug_v2_03.jpg,
train/plastic/plastic_017__aug_v2_04.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_017__aug_v2_04.jpg,
train/plastic/plastic_017__aug_v2_05.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_017__aug_v2_05.jpg,
train/plastic/plastic_017__aug_v2_06.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_017__aug_v2_06.jpg,
train/plastic/plastic_017__aug_v2_07.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_017__aug_v2_07.jpg,
train/plastic/plastic_017__aug_v2_08.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_017__aug_v2_08.jpg,
train/plastic/plastic_017__aug_v2_09.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_017__aug_v2_09.jpg,
train/plastic/plastic_018.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_018.jpg,
train/plastic/plastic_018__aug_v2_01.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_018__aug_v2_01.jpg,
train/plastic/plastic_018__aug_v2_02.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_018__aug_v2_02.jpg,
train/plastic/plastic_018__aug_v2_03.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_018__aug_v2_03.jpg,
train/plastic/plastic_018__aug_v2_04.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_018__aug_v2_04.jpg,
train/plastic/plastic_018__aug_v2_05.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_018__aug_v2_05.jpg,
train/plastic/plastic_018__aug_v2_06.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_018__aug_v2_06.jpg,
train/plastic/plastic_018__aug_v2_07.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_018__aug_v2_07.jpg,
train/plastic/plastic_018__aug_v2_08.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_018__aug_v2_08.jpg,
train/plastic/plastic_018__aug_v2_09.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_018__aug_v2_09.jpg,
train/plastic/plastic_019.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_019.jpg,
train/plastic/plastic_019__aug_v2_01.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_019__aug_v2_01.jpg,
train/plastic/plastic_019__aug_v2_02.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_019__aug_v2_02.jpg,
train/plastic/plastic_019__aug_v2_03.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_019__aug_v2_03.jpg,
train/plastic/plastic_019__aug_v2_04.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_019__aug_v2_04.jpg,
train/plastic/plastic_019__aug_v2_05.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_019__aug_v2_05.jpg,
train/plastic/plastic_019__aug_v2_06.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_019__aug_v2_06.jpg,
train/plastic/plastic_019__aug_v2_07.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_019__aug_v2_07.jpg,
train/plastic/plastic_019__aug_v2_08.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_019__aug_v2_08.jpg,
train/plastic/plastic_019__aug_v2_09.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_019__aug_v2_09.jpg,
train/plastic/plastic_020.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_020.jpg,
train/plastic/plastic_020__aug_v2_01.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_020__aug_v2_01.jpg,
train/plastic/plastic_020__aug_v2_02.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_020__aug_v2_02.jpg,
train/plastic/plastic_020__aug_v2_03.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_020__aug_v2_03.jpg,
train/plastic/plastic_020__aug_v2_04.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_020__aug_v2_04.jpg,
train/plastic/plastic_020__aug_v2_05.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_020__aug_v2_05.jpg,
train/plastic/plastic_020__aug_v2_06.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_020__aug_v2_06.jpg,
train/plastic/plastic_020__aug_v2_07.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_020__aug_v2_07.jpg,
train/plastic/plastic_020__aug_v2_08.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_020__aug_v2_08.jpg,
train/plastic/plastic_020__aug_v2_09.jpg,train,plastic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\plastic\plastic_020__aug_v2_09.jpg,
train/organic/organic_001.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_001.jpg,
train/organic/organic_001__aug_v2_01.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_001__aug_v2_01.jpg,
train/organic/organic_001__aug_v2_02.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_001__aug_v2_02.jpg,
train/organic/organic_001__aug_v2_03.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_001__aug_v2_03.jpg,
train/organic/organic_001__aug_v2_04.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_001__aug_v2_04.jpg,
train/organic/organic_001__aug_v2_05.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_001__aug_v2_05.jpg,
train/organic/organic_001__aug_v2_06.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_001__aug_v2_06.jpg,
train/organic/organic_001__aug_v2_07.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_001__aug_v2_07.jpg,
train/organic/organic_001__aug_v2_08.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_001__aug_v2_08.jpg,
train/organic/organic_001__aug_v2_09.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_001__aug_v2_09.jpg,
train/organic/organic_002.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_002.jpg,
train/organic/organic_002__aug_v2_01.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_002__aug_v2_01.jpg,
train/organic/organic_002__aug_v2_02.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_002__aug_v2_02.jpg,
train/organic/organic_002__aug_v2_03.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_002__aug_v2_03.jpg,
train/organic/organic_002__aug_v2_04.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_002__aug_v2_04.jpg,
train/organic/organic_002__aug_v2_05.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_002__aug_v2_05.jpg,
train/organic/organic_002__aug_v2_06.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_002__aug_v2_06.jpg,
train/organic/organic_002__aug_v2_07.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_002__aug_v2_07.jpg,
train/organic/organic_002__aug_v2_08.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_002__aug_v2_08.jpg,
train/organic/organic_002__aug_v2_09.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_002__aug_v2_09.jpg,
train/organic/organic_003.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_003.jpg,
train/organic/organic_003__aug_v2_01.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_003__aug_v2_01.jpg,
train/organic/organic_003__aug_v2_02.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_003__aug_v2_02.jpg,
train/organic/organic_003__aug_v2_03.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_003__aug_v2_03.jpg,
train/organic/organic_003__aug_v2_04.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_003__aug_v2_04.jpg,
train/organic/organic_003__aug_v2_05.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_003__aug_v2_05.jpg,
train/organic/organic_003__aug_v2_06.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_003__aug_v2_06.jpg,
train/organic/organic_003__aug_v2_07.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_003__aug_v2_07.jpg,
train/organic/organic_003__aug_v2_08.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_003__aug_v2_08.jpg,
train/organic/organic_003__aug_v2_09.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_003__aug_v2_09.jpg,
train/organic/organic_006.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_006.jpg,
train/organic/organic_006__aug_v2_01.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_006__aug_v2_01.jpg,
train/organic/organic_006__aug_v2_02.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_006__aug_v2_02.jpg,
train/organic/organic_006__aug_v2_03.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_006__aug_v2_03.jpg,
train/organic/organic_006__aug_v2_04.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_006__aug_v2_04.jpg,
train/organic/organic_006__aug_v2_05.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_006__aug_v2_05.jpg,
train/organic/organic_006__aug_v2_06.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_006__aug_v2_06.jpg,
train/organic/organic_006__aug_v2_07.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_006__aug_v2_07.jpg,
train/organic/organic_006__aug_v2_08.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_006__aug_v2_08.jpg,
train/organic/organic_006__aug_v2_09.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_006__aug_v2_09.jpg,
train/organic/organic_007.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_007.jpg,
train/organic/organic_007__aug_v2_01.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_007__aug_v2_01.jpg,
train/organic/organic_007__aug_v2_02.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_007__aug_v2_02.jpg,
train/organic/organic_007__aug_v2_03.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_007__aug_v2_03.jpg,
train/organic/organic_007__aug_v2_04.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_007__aug_v2_04.jpg,
train/organic/organic_007__aug_v2_05.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_007__aug_v2_05.jpg,
train/organic/organic_007__aug_v2_06.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_007__aug_v2_06.jpg,
train/organic/organic_007__aug_v2_07.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_007__aug_v2_07.jpg,
train/organic/organic_007__aug_v2_08.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_007__aug_v2_08.jpg,
train/organic/organic_007__aug_v2_09.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_007__aug_v2_09.jpg,
train/organic/organic_008.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_008.jpg,
train/organic/organic_008__aug_v2_01.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_008__aug_v2_01.jpg,
train/organic/organic_008__aug_v2_02.jpg,train,organic,preserved,v3_prepared,F:\ANHTHU\1-HCMUS\1 - STUDY\0-now\AIOT\PROJECT\CODE\AIOT-SMART-TRASH-BIN\AI\V3\dataset_prepared\train\organic\organic_008__aug_v2_02.jpg,
